institution,instnm,city,institution_state,inst_level,fips
199104,Elizabethtown Community  and Technical College - Amazon Center,Campbellsville,KY,I,21
199105,Elizabethtown Community  and Technical College - Meade County ATC,Brandenburg,KY,I,21
199106,Elizabethtown Community  and Technical College - Green County ATC,Greensburg,KY,I,21
199200,University of KY CC Sys-Fort Knox CC,Fort Knox,KY,I,21
199300,Henderson Community College,Henderson,KY,I,21
199400,Hopkinsville Community College,Hopkinsville,KY,I,21
199401,Hopkinsville Community College - Fort Campbell Location,Fort Campbell,KY,I,21
199600,Big Sandy Community and Technical College,Prestonsburg,KY,I,21
199601,Big Sandy Community and Technical College - Pikeville Campus,Pikeville,KY,I,21
199602,Big Sandy Community and Technical College - Mayo Campus,Paintsville,KY,I,21
199603,Big Sandy Community and Technical College - Hager Hill,Hager Hill,KY,I,21
199700,Somerset Community College,Somerset,KY,I,21
199701,Somerset Community College - Laurel South,London,KY,I,21
199702,Somerset Community College - Laurel North,London,KY,I,21
199703,Somerset Community College - Somerset South,Somerset,KY,I,21
199704,Somerset Community College - McCreary Center,Whitley City,KY,I,21
199705,Somerset Community College - Rockcastle Co Hosp Respiratory Care Cntr,Mt Vernon,KY,I,21
199706,Somerset Community College - Rockcastle Area Technical Center,Mt Vernon,KY,I,21
199707,Somerset Community College - Clinton Center,Albany,KY,I,21
199708,Somerset Community College - Russell Center,Russell Springs,KY,I,21
199800,Southeast Kentucky Community and Technical College,Cumberland,KY,I,21
199801,Southeast Kentucky Community and Technical College - Whitesburg Campus,Whitesburg,KY,I,21
199802,Southeast Kentucky Community and Technical College - Middlesboro Campu,Middlesboro,KY,I,21
199803,Southeast Kentucky Community and Technical College - Pineville Campus,Pineville,KY,I,21
199804,Southeast Kentucky Community and Technical College - Harlan Campus,Harlan,KY,I,21
199900,University of Louisville,Louisville,KY,I,21
199901,University of Louisville - James Graham Brown Cancer Center,Louisville,KY,I,21
199902,University of Louisville - Health Sciences Center,Louisville,KY,I,21
199903,University of Louisville - Shelby Campus,Louisville,KY,I,21
199904,University of Louisville - Panama Site,Panama City,,I,
199905,University of Louisville - Fort  Knox,Fort  Knox,KY,I,21
199906,University of Louisville - General Electric Appliance Park,Louisville,KY,I,21
199907,University of Louisville - Mary Grace Jaeger Technology Center,Louisville,KY,I,21
199908,University of Louisville - Trover Campus,Madisonville,KY,I,21
199909,University of Louisville - Owensboro,Owensboro,KY,I,21
199910,University of Louisville - GE Appliance Park,Louisville,KY,I,21
199911,University of Louisville - Univ of KY  Gatton College of Business & Ec,Lexington,KY,I,21
200000,Ursuline College,Louisville,KY,I,21
200100,Thomas More University,Crestview Hills,KY,I,21
200101,Thomas More College - TAP Program Site,Crestview Hills,KY,I,21
200102,Thomas More College - TAP,Crestview Hills,KY,I,21
200103,Thomas More College - TAP Program Site,Blue Ash,OH,I,39
200200,Western Kentucky University,Bowling Green,KY,I,21
200201,Western Kentucky University - Glasgow Campus,Glasgow,KY,I,21
200202,Western Kentucky University - Owensboro,Owensboro,KY,I,21
200203,Western Kentucky University - Elizabethtown Center,Elizabethtown,KY,I,21
200300,Centenary College Of Louisiana,Shreveport,LA,I,22
200400,Dillard University,New Orleans,LA,I,22
200500,Nicholls State University,Thibodaux,LA,I,22
200501,Nicholls State University - Allied Health/Continuing Education,Houma,LA,I,22
200600,Grambling State University,Grambling,LA,I,22
200700,Louisiana College,Pineville,LA,I,22
200800,Louisiana Tech University,Ruston,LA,I,22
200900,Louisiana State University System Office,Baton Rouge,LA,I,22
201000,Louisiana State University & Agricultural & Mechanical College,Baton Rouge,LA,I,22
201100,Louisiana State University at Alexandria,Alexandria,LA,I,22
201200,Louisiana State University at Eunice,Eunice,LA,I,22
201300,Louisiana State University in Shreveport,Shreveport,LA,I,22
201400,Louisiana State University Health Sciences Center,New Orleans,LA,I,22
201401,Louisiana State University Health Sciences Center -  Dental Auxiliary,New Orleans,LA,I,22
201403,Louisiana State University Health Sciences Center - Nursing,New Orleans,LA,I,22
201404,Louisiana State Univeristy Health Sciences Center - Allied Health,New Orleans,LA,I,22
201405,Louisiana State University Health Sciences Center - Graduate School,New Orleans,LA,I,22
201406,Louisiana State University Health Sciences Center - Nursing Grd School,New Orleans,LA,I,22
201407,Louisiana State University Health Sciences Center - Allied Health Grad,New Orleans,LA,I,22
201408,Louisiana State University Health Sciences Center - Dentistry,New Orleans,LA,I,22
201409,Louisiana State University Health Sciences Center - Sch. of Dentistry,New Orleans,LA,I,22
201410,Louisiana State University Health Sciences Center - Grad. & Allied Hth,Shreveport,LA,I,22
201411,Louisiana State University Health Sciences Center - Sch. of Dentistry,New Orleans,LA,I,22
201412,Louisiana State University Health Sciences Center - Shreveport,Shreveport,LA,I,22
201500,University of New Orleans (The),New Orleans,LA,I,22
201501,University of New Orleans - Jefferson Center,Metairie,LA,I,22
201600,Loyola University New Orleans,New Orleans,LA,I,22
201700,McNeese State University,Lake Charles,LA,I,22
201800,Mount Carmel Junior College,New Orleans,LA,I,22
201900,New Orleans Baptist Theological Seminary,New Orleans,LA,I,22
201901,New Orleans Baptist Theological Seminary - Shreveport Center,Shreveport,LA,I,22
202000,University of Louisiana at Monroe,Monroe,LA,I,22
202100,Northwestern State University,Natchitoches,LA,I,22
202101,Northwestern State University - Division of Nursing,Shreveport,LA,I,22
202102,Northwestern State University - Leesville/Ft Polk Center,Leesville,LA,I,22
202200,Notre Dame Seminary,New Orleans,LA,I,22
202300,University of Holy Cross,New Orleans,LA,I,22
202301,University of Holy Cross- Ochsner Medical Center,New Orleans,LA,I,22
202400,Southeastern Louisiana University,Hammond,LA,I,22
202401,Southeastern Louisiana University - EBR Parish School System Prof Dev,Baton Rouge,LA,I,22
202402,Southeastern Louisiana University - Livingston Literacy and Technology,Walker,LA,I,22
202403,Southeastern Louisiana University - St Amant High School,St Amant,LA,I,22
202404,Southeastern Louisiana University - St Charles Parish Public School Sy,Luling,LA,I,22
202405,Southeastern Louisiana University -  NTCC - Lacombe Branch Campus,Lacombe,LA,I,22
202406,Southeastern Louisiana University - Destrahan High School,Destrehan,LA,I,22
202407,Southeastern Louisiana University - Albert Cammon Middle School,St. Rose,LA,I,22
202500,Southern University and Agricultural & Mechanical Colg at Baton Rouge,Baton Rouge,LA,I,22
202600,Southern University at New Orleans,New Orleans,LA,I,22
202700,Saint Joseph Seminary College,Saint Benedict,LA,I,22
202800,St Mary's Dominican College,New Orleans,LA,I,22
202900,Tulane University,New Orleans,LA,I,22
202901,Tulane University - School of Medicine,New Orleans,LA,I,22
202902,Tulane University - Little Rock Campus,Little Rock,AR,I,5
202903,Tulane University - School of Public Health & Tropical Medicine,New Orleans,LA,I,22
202904,Tulane University,Arlington,VA,I,51
202905,"Tulane University - School of Continuing Studies, Elmwood Campus",Harahan,LA,I,22
202906,Tulane University - A.B. Freeman School of Business,Houston,TX,I,48
202907,"Tulane University - School of Continuing Studies, Biloxi Campus",Biloxi,MS,I,28
202908,Tulane University - Madison MS Campus,Madison,MS,I,28
203000,Newcomb College,New Orleans,LA,I,22
203100,University of Louisiana at Lafayette,Lafayette,LA,I,22
203200,Xavier University of Louisiana,New Orleans,LA,I,22
203300,University Of Maine Presque Isle,Presque Isle,ME,I,23
203301,University of Maine,Bangor,ME,I,23
203302,University of Maine - Presque Isle - Houlton Center,Houlton,ME,I,23
203400,Mid State College,Auburn,ME,I,23
203401,Mid State College - Augusta,Augusta,ME,I,23
203500,Bangor Theological Seminary,Bangor,ME,I,23
203501,Bangor Theological Seminary - Portland Campus,Portland,ME,I,23
203502,Bangor Theological Seminary - Hanover Campus,Hanover,NH,I,33
203600,Bates College,Lewiston,ME,I,23
203700,Blis College,Lewiston,ME,I,23
203800,Bowdoin College,Brunswick,ME,I,23
203900,Colby College,Waterville,ME,I,23
204000,University of Maine - Farmington,Farmington,ME,I,23
204001,University of Maine - Farmington - SMCC,South Portland,ME,I,23
204002,University of Maine - Farmington - UMPI,Presque Isle,ME,I,23
204100,University of Maine - Fort Kent,Fort Kent,ME,I,23
204200,University of Maine Gorham State College,Gorham,ME,I,23
204300,Husson University,Bangor,ME,I,23
204301,Husson University - Southern Maine Campus,Westbrook,ME,I,23
204302,Husson University - Presque Isle,Presque Isle,ME,I,23
204303,Husson University - Lewiston Center,Lewiston,ME,I,23
204304,Husson University - Boat School,Eastport,ME,I,23
204305,Husson University - Unobskey,Calais,ME,I,23
204306,Husson University - Wells,Wells,ME,I,23
204307,Husson University - New England School of Communications,Bangor,ME,I,23
204308,Husson University - LL Bean,Freeport,ME,I,23
204400,Maine Maritime Academy,Castine,ME,I,23
204500,Nasson College,Springvale,ME,I,23
204600,Northern Conservatory of Music,Bangor,ME,I,23
204700,Oblate College & Seminary,Bar Harbor,MA,I,25
204800,Ricker College,Houlton,ME,I,23
205000,University of New England,Biddeford,ME,I,23
205001,University of New England - Westbrook College Campus,Portland,ME,I,23
205002,University of New England - University of Maine at Presque Isle,Presque Isle,ME,I,23
205003,University of New England - Tangier,Tangier,,I,
205100,Saint Joseph's College,Standish,ME,I,23
205101,"Saint Joseph's College - Mercy Hospital, School of X-Ray Technology",Portland,ME,I,23
205102,Saint Joseph's College - Catherine McAuley High School,Portland,ME,I,23
205200,Thomas College,Waterville,ME,I,23
205201,Thomas College - Bridge Education Computer Career Center,Westbrook,ME,I,23
205202,Thomas College - GS Edwards Company,Pittsfield,ME,I,23
205203,Thomas College - Central Maine Power,Augusta,ME,I,23
205300,University of Maine,Orono,ME,I,23
205301,University of Maine - University College,Bangor,ME,I,23
205302,University of Maine - Hutchinson Center,Belfast,ME,I,23
205303,University of Maine - Brunswick Landing,Brunswick,ME,I,23
205400,University of Southern Maine,Portland,ME,I,23
205401,University of Southern Maine - Gorham Campus,Gorham,ME,I,23
205402,University of Southern Maine - Lewiston/Auburn College,Lewiston,ME,I,23
205403,University of Southern Maine - Durham Campus,Durham,NH,I,33
205404,University of Southern Maine - Bath/Brunswick Center,Brunswick,ME,I,23
205405,University of Southern Maine - Saco-Biddeford Center,Saco,ME,I,23
205406,University of Southern Maine - Sanford Center,Springvale,ME,I,23
205500,University of Maine - Machias,Machias,ME,I,23
205600,Westbrook College,Portland,ME,I,23
205700,Allegany College of Maryland,Cumberland,MD,I,24
205701,ACM Somerset Education Site,Somerset,PA,I,42
205702,Allegany College of Maryland - Bedford County Campus,Everett,PA,I,42
205703,Allegany College of Maryland - Bedford County Technical Center,Everett,PA,I,42
205704,Allegany College of Maryland - Gateway Center,Cumberland,MD,I,24
205705,Allegany College of Maryland - Garrett County Memorial Hospital,Oakland,MD,I,24
205800,Anne Arundel Community College,Arnold,MD,I,24
205801,Anne Arundel Community College - At Glen Burnie Town Center,Glen Burnie,MD,I,24
205802,Anne Arundel Community College - Meade High School,Fort Meade,MD,I,24
205803,Anne Arundel Community College - at  Arundel Mills,Hanover,MD,I,24
205804,Anne Arundel Community College - Jessup Correctional Institution,Jessup,MD,I,24
205900,Baltimore College of Commerce,Baltimore,MD,I,24
206000,Baltimore Hebrew University,Baltimore,MD,I,24
206100,Baltimore City Community College,Baltimore,MD,I,24
206101,Baltimore City Community College - Harbor Campus,Baltimore,MD,I,24
206102,Baltimore City Community College - Life Sciences Institute at UM BioPa,Baltimore,MD,I,24
206200,Bowie State University,Bowie,MD,I,24
206201,Bowie State University - Andrews Air Force Base Degree Center,Camp Springs,MD,I,24
206202,Bowie State University - Anne Arundel Community College Center,Arnold,MD,I,24
206203,Bowie State University - Fort George G. Meade,Fort Meade,MD,I,24
206204,Bowie State University - Glendale Baptist's Christian Life Center(LHEC,Landover,MD,I,24
206205,Bowie State University - Montgomery College,Rockville,MD,I,24
206206,Bowie State University - Prince George's Community College,Largo,MD,I,24
206207,Bowie State University  -  The Universities at Shady Grove,Rockville,MD,I,24
206208,Bowie State University - Western Maryland -Allegany College,Cumberland,MD,I,24
206210,Bowie State University - Maryland National Guard Armory Annapolis,Annapolis,MD,I,24
206211,Bowie State University - Southern Maryland Higher Education Center,California,MD,I,24
206212,Bowie State University  - Thomas Stone High School,Waldorf,MD,I,24
206214,Bowie State University  - Montgomery County Public School,Rockville,MD,I,24
206215,Bowie State University - Connecticut Park Center (BSU/MCPS),Silver Spring,MD,I,24
206216,Bowie State University - Garrett  College,McHenry,MD,I,24
206217,Bowie State University - Southern Maryland Higher Education,California,MD,I,24
206300,Community College of Baltimore County,Baltimore,MD,I,24
206301,Catonsville Community College - Maryland Correctional Institution,Jessup,MD,I,24
206302,Catonsville Community College - Maryland Correctional Institute Jessup,Jessup,MD,I,24
206303,Community College of Baltimore County - Owings Mills Center,Owings Mills,MD,I,24
206304,Community College of Baltimore County  -  Catonsville Campus,Baltimore,MD,I,24
206305,Community College of Baltimore County - Hunt Valley Center,Hunt Valley,MD,I,24
